"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"525","T","VSN-G",1e-04,17,3,2,22,3
"526","T","VSN-G",2e-04,17,3,2,22,3
"527","T","VSN-G",3e-04,17,3,2,22,3
"528","T","VSN-G",4e-04,17,3,2,22,3
"529","T","VSN-G",5e-04,17,3,2,22,3
"530","T","VSN-G",6e-04,17,3,2,22,3
"531","T","VSN-G",7e-04,17,3,2,22,3
"532","T","VSN-G",8e-04,17,3,2,22,3
"533","T","VSN-G",9e-04,17,3,2,22,3
"534","T","VSN-G",0.001,17,3,2,22,3
"329","QM","Quantile",7e-06,19,1,1,21,26
"330","QM","Quantile",8e-06,19,1,1,21,27
"335","QM","Quantile",4e-05,15,3,3,21,40
"445","T","Loess-G",0.004,16,3,2,21,10
"535","T","VSN-G",0.002,16,3,1,20,5
"536","T","VSN-G",0.003,16,3,1,20,5
"539","T","VSN-G",0.006,16,3,1,20,10
"724","T","Quantile",0.007,15,3,2,20,8
"21","QM","None",3e-04,12,3,4,19,16
"117","QM","RLR-G",7e-04,15,2,2,19,38
"328","QM","Quantile",6e-06,17,1,1,19,24
"441","T","Loess-G",9e-04,19,0,0,19,7
"442","T","Loess-G",0.001,19,0,0,19,7
"443","T","Loess-G",0.002,19,0,0,19,7
"552","T","VSN-G",0.1,16,2,1,19,44
"726","T","Quantile",0.009,13,3,2,18,12
"727","T","Quantile",0.01,13,3,2,18,12
"17","QM","None",8e-05,11,3,3,17,7
"326","QM","Quantile",4e-06,15,1,1,17,20
"456","T","Loess-G",0.06,14,2,1,17,33
"540","T","VSN-G",0.007,13,4,0,17,12
"541","T","VSN-G",0.008,13,4,0,17,12
"542","T","VSN-G",0.009,13,4,0,17,12
"543","T","VSN-G",0.01,13,4,0,17,12
"544","T","VSN-G",0.02,13,4,0,17,13
"545","T","VSN-G",0.03,14,2,1,17,16
"719","T","Quantile",0.002,14,3,0,17,4
"325","QM","Quantile",3e-06,14,1,1,16,18
"327","QM","Quantile",5e-06,14,1,1,16,21
"434","T","Loess-G",2e-04,16,0,0,16,4
"435","T","Loess-G",3e-04,16,0,0,16,4
"436","T","Loess-G",4e-04,16,0,0,16,4
"437","T","Loess-G",5e-04,16,0,0,16,4
"444","T","Loess-G",0.003,16,0,0,16,8
"493","T","RLR-G",0.006,16,0,0,16,9
"118","QM","RLR-G",8e-04,12,2,1,15,40
"457","T","Loess-G",0.07,12,2,1,15,38
"494","T","RLR-G",0.007,15,0,0,15,10
"500","T","RLR-G",0.04,12,2,1,15,25
"501","T","RLR-G",0.05,12,2,1,15,25
"547","T","VSN-G",0.05,12,2,1,15,26
"548","T","VSN-G",0.06,12,2,1,15,27
"598","T","TI-G",0.1,13,0,2,15,561
"690","T","AI-G",0.1,13,0,2,15,561
"121","QM","RLR-G",0.002,12,0,2,14,63
"447","T","Loess-G",0.006,11,3,0,14,12
"448","T","Loess-G",0.007,11,3,0,14,12
"449","T","Loess-G",0.008,11,3,0,14,12
"450","T","Loess-G",0.009,11,3,0,14,12
"458","T","Loess-G",0.08,11,2,1,14,43
"459","T","Loess-G",0.09,11,2,1,14,45
"460","T","Loess-G",0.1,11,2,1,14,51
"497","T","RLR-G",0.01,11,3,0,14,13
"499","T","RLR-G",0.03,12,2,0,14,22
"502","T","RLR-G",0.06,11,2,1,14,27
"537","T","VSN-G",0.004,10,3,1,14,6
"736","T","Quantile",0.1,11,2,1,14,41
"139","QM","VSN-G",1e-06,10,1,2,13,13
"454","T","Loess-G",0.04,10,2,1,13,24
"596","T","TI-G",0.08,9,0,4,13,476
"688","T","AI-G",0.08,9,0,4,13,476
"18","QM","None",9e-05,6,3,3,12,8
"19","QM","None",1e-04,6,3,3,12,8
"487","T","RLR-G",9e-04,12,0,0,12,4
"488","T","RLR-G",0.001,12,0,0,12,4
"495","T","RLR-G",0.008,12,0,0,12,11
"496","T","RLR-G",0.009,12,0,0,12,11
"505","T","RLR-G",0.09,9,2,1,12,39
"506","T","RLR-G",0.1,9,2,1,12,39
"546","T","VSN-G",0.04,9,2,1,12,21
"595","T","TI-G",0.07,9,0,3,12,433
"687","T","AI-G",0.07,9,0,3,12,433
"720","T","Quantile",0.003,11,0,1,12,7
"721","T","Quantile",0.004,11,0,1,12,7
"722","T","Quantile",0.005,11,0,1,12,7
"723","T","Quantile",0.006,11,0,1,12,7
"1","QM","None",1e-06,6,5,0,11,1
"411","T","None",0.07,6,5,0,11,1
"415","T","Loess-G",1e-06,10,0,1,11,1
"416","T","Loess-G",2e-06,10,0,1,11,1
"417","T","Loess-G",3e-06,10,0,1,11,1
"418","T","Loess-G",4e-06,10,0,1,11,1
"419","T","Loess-G",5e-06,10,0,1,11,1
"420","T","Loess-G",6e-06,10,0,1,11,1
"421","T","Loess-G",7e-06,10,0,1,11,1
"422","T","Loess-G",8e-06,10,0,1,11,1
"423","T","Loess-G",9e-06,10,0,1,11,1
"424","T","Loess-G",1e-05,10,0,1,11,1
"425","T","Loess-G",2e-05,10,0,1,11,1
"426","T","Loess-G",3e-05,10,0,1,11,1
"427","T","Loess-G",4e-05,10,0,1,11,1
"428","T","Loess-G",5e-05,10,0,1,11,1
"429","T","Loess-G",6e-05,10,0,1,11,1
"430","T","Loess-G",7e-05,10,0,1,11,1
"431","T","Loess-G",8e-05,10,0,1,11,1
"432","T","Loess-G",9e-05,10,0,1,11,1
"433","T","Loess-G",1e-04,10,0,1,11,1
"451","T","Loess-G",0.01,8,3,0,11,13
"461","T","RLR-G",1e-06,10,0,1,11,1
"462","T","RLR-G",2e-06,10,0,1,11,1
"463","T","RLR-G",3e-06,10,0,1,11,1
"464","T","RLR-G",4e-06,10,0,1,11,1
"465","T","RLR-G",5e-06,10,0,1,11,1
"466","T","RLR-G",6e-06,10,0,1,11,1
"467","T","RLR-G",7e-06,10,0,1,11,1
"468","T","RLR-G",8e-06,10,0,1,11,1
"469","T","RLR-G",9e-06,10,0,1,11,1
"470","T","RLR-G",1e-05,10,0,1,11,1
"471","T","RLR-G",2e-05,10,0,1,11,1
"472","T","RLR-G",3e-05,10,0,1,11,1
"473","T","RLR-G",4e-05,10,0,1,11,1
"474","T","RLR-G",5e-05,10,0,1,11,1
"475","T","RLR-G",6e-05,10,0,1,11,1
"476","T","RLR-G",7e-05,10,0,1,11,1
"477","T","RLR-G",8e-05,10,0,1,11,1
"478","T","RLR-G",9e-05,10,0,1,11,1
"479","T","RLR-G",1e-04,10,0,1,11,1
"480","T","RLR-G",2e-04,10,0,1,11,1
"481","T","RLR-G",3e-04,10,0,1,11,1
"482","T","RLR-G",4e-04,10,0,1,11,1
"483","T","RLR-G",5e-04,10,0,1,11,1
"484","T","RLR-G",6e-04,10,0,1,11,1
"485","T","RLR-G",7e-04,10,0,1,11,1
"486","T","RLR-G",8e-04,10,0,1,11,1
"510","T","VSN-G",4e-06,10,0,1,11,1
"511","T","VSN-G",5e-06,10,0,1,11,1
"512","T","VSN-G",6e-06,10,0,1,11,1
"513","T","VSN-G",7e-06,10,0,1,11,1
"514","T","VSN-G",8e-06,10,0,1,11,1
"515","T","VSN-G",9e-06,10,0,1,11,1
"516","T","VSN-G",1e-05,10,0,1,11,1
"517","T","VSN-G",2e-05,10,0,1,11,1
"518","T","VSN-G",3e-05,10,0,1,11,1
"691","T","Quantile",1e-06,10,0,1,11,1
"692","T","Quantile",2e-06,10,0,1,11,1
"693","T","Quantile",3e-06,10,0,1,11,1
"694","T","Quantile",4e-06,10,0,1,11,1
"695","T","Quantile",5e-06,10,0,1,11,1
"696","T","Quantile",6e-06,10,0,1,11,1
"697","T","Quantile",7e-06,10,0,1,11,1
"698","T","Quantile",8e-06,10,0,1,11,1
"699","T","Quantile",9e-06,10,0,1,11,1
"700","T","Quantile",1e-05,10,0,1,11,1
"701","T","Quantile",2e-05,10,0,1,11,1
"702","T","Quantile",3e-05,10,0,1,11,1
"703","T","Quantile",4e-05,10,0,1,11,1
"704","T","Quantile",5e-05,10,0,1,11,1
"705","T","Quantile",6e-05,10,0,1,11,1
"706","T","Quantile",7e-05,10,0,1,11,1
"707","T","Quantile",8e-05,10,0,1,11,1
"708","T","Quantile",9e-05,10,0,1,11,1
"709","T","Quantile",1e-04,10,0,1,11,1
"710","T","Quantile",2e-04,10,0,1,11,1
"711","T","Quantile",3e-04,10,0,1,11,1
"712","T","Quantile",4e-04,10,0,1,11,1
"104","QM","RLR-G",3e-05,7,1,2,10,10
"452","T","Loess-G",0.02,7,3,0,10,16
"489","T","RLR-G",0.002,10,0,0,10,7
"538","T","VSN-G",0.005,6,3,1,10,8
"618","T","MedI-G",2e-04,9,1,0,10,1
"619","T","MedI-G",3e-04,9,1,0,10,1
"620","T","MedI-G",4e-04,9,1,0,10,1
"621","T","MedI-G",5e-04,9,1,0,10,1
"622","T","MedI-G",6e-04,9,1,0,10,1
"623","T","MedI-G",7e-04,9,1,0,10,1
"624","T","MedI-G",8e-04,9,1,0,10,1
"625","T","MedI-G",9e-04,9,1,0,10,1
"626","T","MedI-G",0.001,9,1,0,10,1
"627","T","MedI-G",0.002,9,1,0,10,1
"628","T","MedI-G",0.003,9,1,0,10,1
"629","T","MedI-G",0.004,9,1,0,10,1
"630","T","MedI-G",0.005,9,1,0,10,1
"503","T","RLR-G",0.07,6,2,1,9,32
"563","T","TI-G",2e-05,0,0,9,9,1
"564","T","TI-G",3e-05,0,0,9,9,1
"565","T","TI-G",4e-05,0,0,9,9,1
"566","T","TI-G",5e-05,0,0,9,9,1
"567","T","TI-G",6e-05,0,0,9,9,1
"568","T","TI-G",7e-05,0,0,9,9,1
"569","T","TI-G",8e-05,0,0,9,9,1
"570","T","TI-G",9e-05,0,0,9,9,1
"571","T","TI-G",1e-04,0,0,9,9,1
"572","T","TI-G",2e-04,0,0,9,9,1
"597","T","TI-G",0.09,8,0,1,9,524
"655","T","AI-G",2e-05,0,0,9,9,1
"656","T","AI-G",3e-05,0,0,9,9,1
"657","T","AI-G",4e-05,0,0,9,9,1
"658","T","AI-G",5e-05,0,0,9,9,1
"659","T","AI-G",6e-05,0,0,9,9,1
"660","T","AI-G",7e-05,0,0,9,9,1
"661","T","AI-G",8e-05,0,0,9,9,1
"662","T","AI-G",9e-05,0,0,9,9,1
"663","T","AI-G",1e-04,0,0,9,9,1
"664","T","AI-G",2e-04,0,0,9,9,1
"689","T","AI-G",0.09,8,0,1,9,524
"732","T","Quantile",0.06,6,2,1,9,27
"149","QM","VSN-G",2e-05,0,4,4,8,34
"453","T","Loess-G",0.03,7,0,1,8,17
"504","T","RLR-G",0.08,6,2,0,8,34
"728","T","Quantile",0.02,7,0,1,8,17
"729","T","Quantile",0.03,7,0,1,8,18
"735","T","Quantile",0.09,5,2,1,8,35
"109","QM","RLR-G",8e-05,0,0,7,7,14
"594","T","TI-G",0.06,5,2,0,7,380
"686","T","AI-G",0.06,5,2,0,7,380
"119","QM","RLR-G",9e-04,6,0,0,6,42
"498","T","RLR-G",0.02,6,0,0,6,16
"733","T","Quantile",0.07,5,0,1,6,34
"734","T","Quantile",0.08,5,0,1,6,34
"592","T","TI-G",0.04,4,0,1,5,278
"593","T","TI-G",0.05,4,0,1,5,340
"684","T","AI-G",0.04,4,0,1,5,278
"685","T","AI-G",0.05,4,0,1,5,340
"730","T","Quantile",0.04,5,0,0,5,23
"731","T","Quantile",0.05,5,0,0,5,24
"83","QM","Loess-G",0.01,3,1,0,4,35
"150","QM","VSN-G",3e-05,0,0,4,4,42
"585","T","TI-G",0.006,0,1,3,4,49
"587","T","TI-G",0.008,0,1,3,4,63
"588","T","TI-G",0.009,0,1,3,4,63
"677","T","AI-G",0.006,0,1,3,4,49
"679","T","AI-G",0.008,0,1,3,4,63
"680","T","AI-G",0.009,0,1,3,4,63
"105","QM","RLR-G",4e-05,0,1,2,3,11
"106","QM","RLR-G",5e-05,0,1,2,3,11
"107","QM","RLR-G",6e-05,0,1,2,3,11
"108","QM","RLR-G",7e-05,0,1,2,3,13
"584","T","TI-G",0.005,0,1,2,3,40
"586","T","TI-G",0.007,0,1,2,3,58
"676","T","AI-G",0.005,0,1,2,3,40
"678","T","AI-G",0.007,0,1,2,3,58
"20","QM","None",2e-04,0,0,2,2,11
"103","QM","RLR-G",2e-05,0,0,2,2,9
"591","T","TI-G",0.03,0,2,0,2,203
"683","T","AI-G",0.03,0,2,0,2,203
"120","QM","RLR-G",0.001,1,0,0,1,44
"582","T","TI-G",0.003,0,1,0,1,27
"583","T","TI-G",0.004,0,1,0,1,33
"589","T","TI-G",0.01,0,1,0,1,73
"674","T","AI-G",0.003,0,1,0,1,27
"675","T","AI-G",0.004,0,1,0,1,33
"681","T","AI-G",0.01,0,1,0,1,73
"2","QM","None",2e-06,0,0,0,0,2
"3","QM","None",3e-06,0,0,0,0,3
"4","QM","None",4e-06,0,0,0,0,3
"5","QM","None",5e-06,0,0,0,0,4
"6","QM","None",6e-06,0,0,0,0,4
"7","QM","None",7e-06,0,0,0,0,4
"8","QM","None",8e-06,0,0,0,0,5
"9","QM","None",9e-06,0,0,0,0,5
"10","QM","None",1e-05,0,0,0,0,5
"11","QM","None",2e-05,0,0,0,0,5
"12","QM","None",3e-05,0,0,0,0,5
"13","QM","None",4e-05,0,0,0,0,5
"14","QM","None",5e-05,0,0,0,0,6
"15","QM","None",6e-05,0,0,0,0,6
"16","QM","None",7e-05,0,0,0,0,6
"47","QM","Loess-G",1e-06,0,0,0,0,1
"48","QM","Loess-G",2e-06,0,0,0,0,1
"49","QM","Loess-G",3e-06,0,0,0,0,1
"50","QM","Loess-G",4e-06,0,0,0,0,1
"51","QM","Loess-G",5e-06,0,0,0,0,1
"52","QM","Loess-G",6e-06,0,0,0,0,1
"53","QM","Loess-G",7e-06,0,0,0,0,1
"54","QM","Loess-G",8e-06,0,0,0,0,1
"55","QM","Loess-G",9e-06,0,0,0,0,1
"56","QM","Loess-G",1e-05,0,0,0,0,1
"57","QM","Loess-G",2e-05,0,0,0,0,1
"63","QM","Loess-G",8e-05,0,0,0,0,3
"64","QM","Loess-G",9e-05,0,0,0,0,3
"65","QM","Loess-G",1e-04,0,0,0,0,3
"66","QM","Loess-G",2e-04,0,0,0,0,4
"67","QM","Loess-G",3e-04,0,0,0,0,5
"68","QM","Loess-G",4e-04,0,0,0,0,5
"69","QM","Loess-G",5e-04,0,0,0,0,5
"70","QM","Loess-G",6e-04,0,0,0,0,5
"71","QM","Loess-G",7e-04,0,0,0,0,7
"72","QM","Loess-G",8e-04,0,0,0,0,8
"73","QM","Loess-G",9e-04,0,0,0,0,10
"74","QM","Loess-G",0.001,0,0,0,0,10
"75","QM","Loess-G",0.002,0,0,0,0,19
"76","QM","Loess-G",0.003,0,0,0,0,23
"77","QM","Loess-G",0.004,0,0,0,0,25
"78","QM","Loess-G",0.005,0,0,0,0,25
"79","QM","Loess-G",0.006,0,0,0,0,25
"80","QM","Loess-G",0.007,0,0,0,0,29
"81","QM","Loess-G",0.008,0,0,0,0,31
"82","QM","Loess-G",0.009,0,0,0,0,33
"93","QM","RLR-G",1e-06,0,0,0,0,4
"94","QM","RLR-G",2e-06,0,0,0,0,4
"95","QM","RLR-G",3e-06,0,0,0,0,4
"96","QM","RLR-G",4e-06,0,0,0,0,4
"97","QM","RLR-G",5e-06,0,0,0,0,5
"98","QM","RLR-G",6e-06,0,0,0,0,5
"99","QM","RLR-G",7e-06,0,0,0,0,5
"100","QM","RLR-G",8e-06,0,0,0,0,5
"101","QM","RLR-G",9e-06,0,0,0,0,5
"102","QM","RLR-G",1e-05,0,0,0,0,6
"110","QM","RLR-G",9e-05,0,0,0,0,16
"111","QM","RLR-G",1e-04,0,0,0,0,17
"112","QM","RLR-G",2e-04,0,0,0,0,21
"113","QM","RLR-G",3e-04,0,0,0,0,25
"114","QM","RLR-G",4e-04,0,0,0,0,27
"115","QM","RLR-G",5e-04,0,0,0,0,31
"116","QM","RLR-G",6e-04,0,0,0,0,36
"140","QM","VSN-G",2e-06,0,0,0,0,15
"141","QM","VSN-G",3e-06,0,0,0,0,18
"142","QM","VSN-G",4e-06,0,0,0,0,19
"143","QM","VSN-G",5e-06,0,0,0,0,20
"144","QM","VSN-G",6e-06,0,0,0,0,22
"145","QM","VSN-G",7e-06,0,0,0,0,23
"146","QM","VSN-G",8e-06,0,0,0,0,25
"147","QM","VSN-G",9e-06,0,0,0,0,25
"148","QM","VSN-G",1e-05,0,0,0,0,28
"185","QM","TI-G",1e-06,0,0,0,0,5
"186","QM","TI-G",2e-06,0,0,0,0,5
"187","QM","TI-G",3e-06,0,0,0,0,5
"188","QM","TI-G",4e-06,0,0,0,0,5
"189","QM","TI-G",5e-06,0,0,0,0,5
"190","QM","TI-G",6e-06,0,0,0,0,5
"191","QM","TI-G",7e-06,0,0,0,0,5
"192","QM","TI-G",8e-06,0,0,0,0,5
"193","QM","TI-G",9e-06,0,0,0,0,5
"194","QM","TI-G",1e-05,0,0,0,0,5
"195","QM","TI-G",2e-05,0,0,0,0,5
"196","QM","TI-G",3e-05,0,0,0,0,5
"197","QM","TI-G",4e-05,0,0,0,0,5
"198","QM","TI-G",5e-05,0,0,0,0,6
"199","QM","TI-G",6e-05,0,0,0,0,7
"200","QM","TI-G",7e-05,0,0,0,0,7
"201","QM","TI-G",8e-05,0,0,0,0,7
"202","QM","TI-G",9e-05,0,0,0,0,7
"203","QM","TI-G",1e-04,0,0,0,0,7
"204","QM","TI-G",2e-04,0,0,0,0,7
"205","QM","TI-G",3e-04,0,0,0,0,7
"206","QM","TI-G",4e-04,0,0,0,0,8
"207","QM","TI-G",5e-04,0,0,0,0,8
"208","QM","TI-G",6e-04,0,0,0,0,8
"209","QM","TI-G",7e-04,0,0,0,0,8
"210","QM","TI-G",8e-04,0,0,0,0,8
"211","QM","TI-G",9e-04,0,0,0,0,8
"212","QM","TI-G",0.001,0,0,0,0,8
"213","QM","TI-G",0.002,0,0,0,0,9
"214","QM","TI-G",0.003,0,0,0,0,9
"215","QM","TI-G",0.004,0,0,0,0,10
"216","QM","TI-G",0.005,0,0,0,0,10
"217","QM","TI-G",0.006,0,0,0,0,10
"218","QM","TI-G",0.007,0,0,0,0,14
"219","QM","TI-G",0.008,0,0,0,0,14
"220","QM","TI-G",0.009,0,0,0,0,14
"221","QM","TI-G",0.01,0,0,0,0,15
"222","QM","TI-G",0.02,0,0,0,0,30
"223","QM","TI-G",0.03,0,0,0,0,40
"224","QM","TI-G",0.04,0,0,0,0,54
"225","QM","TI-G",0.05,0,0,0,0,66
"226","QM","TI-G",0.06,0,0,0,0,74
"227","QM","TI-G",0.07,0,0,0,0,82
"228","QM","TI-G",0.08,0,0,0,0,98
"229","QM","TI-G",0.09,0,0,0,0,102
"230","QM","TI-G",0.1,0,0,0,0,113
"231","QM","MedI-G",1e-06,0,0,0,0,4
"232","QM","MedI-G",2e-06,0,0,0,0,4
"233","QM","MedI-G",3e-06,0,0,0,0,4
"234","QM","MedI-G",4e-06,0,0,0,0,4
"235","QM","MedI-G",5e-06,0,0,0,0,4
"236","QM","MedI-G",6e-06,0,0,0,0,4
"237","QM","MedI-G",7e-06,0,0,0,0,4
"238","QM","MedI-G",8e-06,0,0,0,0,4
"239","QM","MedI-G",9e-06,0,0,0,0,4
"240","QM","MedI-G",1e-05,0,0,0,0,4
"241","QM","MedI-G",2e-05,0,0,0,0,4
"242","QM","MedI-G",3e-05,0,0,0,0,4
"243","QM","MedI-G",4e-05,0,0,0,0,4
"244","QM","MedI-G",5e-05,0,0,0,0,4
"245","QM","MedI-G",6e-05,0,0,0,0,4
"246","QM","MedI-G",7e-05,0,0,0,0,4
"247","QM","MedI-G",8e-05,0,0,0,0,4
"248","QM","MedI-G",9e-05,0,0,0,0,4
"249","QM","MedI-G",1e-04,0,0,0,0,4
"250","QM","MedI-G",2e-04,0,0,0,0,4
"251","QM","MedI-G",3e-04,0,0,0,0,4
"252","QM","MedI-G",4e-04,0,0,0,0,4
"253","QM","MedI-G",5e-04,0,0,0,0,5
"254","QM","MedI-G",6e-04,0,0,0,0,5
"255","QM","MedI-G",7e-04,0,0,0,0,6
"256","QM","MedI-G",8e-04,0,0,0,0,6
"257","QM","MedI-G",9e-04,0,0,0,0,6
"258","QM","MedI-G",0.001,0,0,0,0,6
"259","QM","MedI-G",0.002,0,0,0,0,9
"260","QM","MedI-G",0.003,0,0,0,0,9
"261","QM","MedI-G",0.004,0,0,0,0,9
"262","QM","MedI-G",0.005,0,0,0,0,9
"263","QM","MedI-G",0.006,0,0,0,0,9
"264","QM","MedI-G",0.007,0,0,0,0,9
