0	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2
Accession	PB270912_NP1_500ng_50fmolADH_1	PB270912_NP1_500ng_50fmolADH_2	PB270912_NP1_500ng_50fmolADH_3	PB270912_NP2_500ng_50fmolADH_1	PB270912_NP2_500ng_50fmolADH_2	PB270912_NP2_500ng_50fmolADH_3	PB270912_NP3_500ng_50fmolADH_1	PB270912_NP3_500ng_50fmolADH_2	PB270912_NP3_500ng_50fmolADH_3	PB270912_AP1_500ng_50fmolADH_1	PB270912_AP1_500ng_50fmolADH_2	PB270912_AP1_500ng_50fmolADH_3	PB270912_AP2_500ng_50fmolADH_1	PB270912_AP2_500ng_50fmolADH_2	PB270912_AP2_500ng_50fmolADH_3	PB270912_AP3_500ng_50fmolADH_1	PB270912_AP3_500ng_50fmolADH_2	PB270912_AP3_500ng_50fmolADH_3
sp|Q9CZG3|COMD8_MOUSE	3688984.88	4724035.54	5182234.126	3302015.168	3320160.549	3345563.108	2163560.137	2090072.224	2450470.838	464561.9793	409228.6433	495090.7106	732868.4501	695784.0314	636206.2036	486015.0199	510793.7873	403182.0483
sp|Q02105|C1QC_MOUSE	1044766.328	1073599.44	1002295.636	651407.6789	677704.1796	615044.1523	500075.9468	498709.7118	553719.8928	8975520.652	9064668.614	8571077.564	5869910.942	5981093.887	6435214.76	6650599.473	6479496.278	6644862.397
sp|P06909|CFAH_MOUSE	389523.579	230559.1923	261328.8747	361049.6712	341211.6483	368759.2319	271585.0958	160740.9417	311466.9483	4375014.375	4855867.978	4780014.351	4315559.762	4339838.364	4278722.598	4283679.79	4387334.843	4176689.063
sp|Q8BTZ7|GMPPB_MOUSE;sp|Q9Y5P6|GMPPB_HUMAN	28248.05411	56201.52485	48180.53561	18210.60817	21226.5929	8734.890057	16128.45631	16377.50853	20777.20986	714275.9859	676558.5789	628814.2979	509260.156	505817.1969	537460.932	651384.9839	583390.2502	569734.5447
sp|Q9JL16|ISG20_MOUSE	297689.4029	210324.8908	210744.1678	153840.5195	169429.642	137218.1775	145554.0378	115160.0516	149344.3037	1122535.077	1148454.875	1112613.884	919260.3165	908325.7063	901460.1703	1142399.648	1108818.566	1171933.138
sp|Q99MQ4|ASPN_MOUSE;sp|Q9BXN1|ASPN_HUMAN	6231190.757	5857015.717	5270612.718	3599344.969	3715189.409	3838998.089	3891379.947	3795773.842	4410387.719	6962850.422	6650499.249	7246733.3	10189031.53	9623881.456	9830082.672	8418741.146	8439946.345	8423628.954
sp|O70228|ATP9A_MOUSE;sp|O75110|ATP9A_HUMAN	16026608.12	16821876.59	20351029.91	11994976.98	11397415.85	11258235.58	10111465.88	11394781.71	12141956.18	4023503.252	5270307.389	4215661.128	5688226.157	5436987.655	5640337.534	4822428.002	4933079.431	5202912.14
sp|Q8BG94|COMD7_MOUSE;sp|Q86VX2|COMD7_HUMAN	4489819.447	4116359.114	4030535.569	2855229.046	2211227.138	2520648.992	1513344.964	1371784.865	1458626.105	126665.7996	166121.5216	160622.8842	232493.0953	272089.5618	277258.4596	323099.0732	281358.7957	290418.12
sp|P97290|IC1_MOUSE;sp|P05155|IC1_HUMAN	415659.8722	205236.2639	452782.1131	124991.5387	110728.2159	141940.1396	156973.0407	117112.8253	108619.5346	3627833.004	2202042.286	3711045.907	2502316.937	2720080.781	3297393.221	3872122.593	3526526.649	4147868.649
sp|Q61753|SERA_MOUSE;sp|O43175|SERA_HUMAN	10585426.42	11709980.93	11171779.65	5893817.188	5987171.01	5697522.173	7259083.888	5665264.393	6425810.177	17252986.85	20363538.53	17643056.89	25082516.03	27967671.47	24436371.47	19715911.03	18776519.85	19372959.05
sp|Q15796|SMAD2_HUMAN;sp|Q8BUN5|SMAD3_MOUSE	1247695.795	1133959.083	1122245.247	756685.5956	638378.7229	759235.1238	831336.5498	717655.0413	892818.6526	1538121.166	1797090.964	1844074.359	3126132.589	3109409.949	3004477.491	2796722.476	2916078.135	3072853.145
sp|P40313|CTRL_HUMAN	914909.4684	972894.6578	1011719.645	856438.4145	729399.8776	572036.8453	597253.7157	551010.6519	666904.1073	3575530.185	3582953.156	3968364.166	2825905.987	3718277.6	3373784.665	3942873.961	3738067.381	3414687.137
sp|O60641|AP180_HUMAN;sp|Q61548|AP180_MOUSE	5860804.646	6288088.457	6509582.397	6611934.226	6267377.152	6434324.859	3974199.142	4355978.899	4953234.987	1014444.239	741181.1427	841825.3674	1288980.153	1268754.702	1365330.069	1201109.813	1177105.664	1099153.618
sp|Q63932|MP2K2_MOUSE	67340.09763	73450.09581	114927.9888	50957.86498	48614.22617	68182.87962	82541.62816	75151.06345	104135.6003	422047.1642	417416.2933	486347.5174	636735.5173	778524.076	671925.5213	621187.9356	699180.3072	806109.8219
sp|P32261|ANT3_MOUSE	781449.8356	1038004.173	1003055.066	435408.3361	374220.1672	466865.2536	591148.3301	620386.5478	423642.2551	9558992.245	9964050.602	9671864.738	6156940.682	5757740.161	6133117.872	8789455.587	8422015.034	9014436.249
sp|Q8WVV9|HNRLL_HUMAN;sp|Q921F4|HNRLL_MOUSE	414465.663	400874.5219	345717.4108	236711.519	203880.7855	257655.287	266041.7329	233213.1202	307551.1118	716893.9769	719682.5645	552042.6198	1296242.651	1227170.129	1268465.537	1043929.937	1019381.402	1089419.787
sp|Q61702|ITIH1_MOUSE	47194.22834	76498.78571	76354.50103	92550.63733	73543.60854	45812.67783	83759.03909	65148.34156	103907.4837	853023.8858	936402.9123	898628.9268	929290.5768	934503.4452	960409.809	1043769.86	1179106.563	1175782.873
sp|P07759|SPA3K_MOUSE	118832.3839	107836.8018	122866.8344	62896.44004	104706.0062	64709.08616	49620.28224	79761.28838	61078.85862	1865840.059	1963674.978	1936494.218	1073302.785	1059297.288	1037580.296	1427942.159	1358731.332	1187993.822
sp|P50247|SAHH_MOUSE	715174.6414	489777.6215	579876.1458	552018.7442	392755.6208	560254.5155	397116.8124	372098.7157	449094.8265	14882147.07	17778490.07	15014103.16	7249419.613	7418334.685	7382450.525	13254528.06	13645779.68	14813014.98
sp|Q02053|UBA1_MOUSE	320570.1421	354295.3293	456646.0668	201591.976	203973.8326	244102.4255	147459.397	122836.6198	142499.7558	2491743.268	2097615.399	3297093.934	2103293.363	2228146.547	1745146.028	3137021.206	2241340.056	2701113.966
sp|P54729|NUB1_MOUSE	556880.6447	525619.237	603272.8952	266767.4722	254152.1881	279912.9429	245684.2357	270243.6464	260444.4959	1959934.08	1954650.738	1833715.971	1686474.27	1625027.654	1794557.855	1472439.38	1873760.433	1588722.738
sp|P62158|CALM_HUMAN;sp|P62204|CALM_MOUSE	14221692.14	12406621.77	15779323	8193217.324	8477930.404	8389053.748	11893525.47	11790055.52	12721654.69	1656289.16	1599356.717	1596676.809	2083364.509	2081254.327	2029746.071	1298310.082	1411758.267	1406076.29
sp|P63244|GBLP_HUMAN;sp|P68040|GBLP_MOUSE	58678570.81	63029760.81	63499865.07	45415215.83	44021740.3	42837932.92	35384444.51	34199622.54	33874984.98	73596595.99	72894029.59	75593556.37	113468353.9	109519630.2	113522427.3	122126611.4	128310556.1	131637099.1
sp|P56564|EAA1_MOUSE;sp|P43003|EAA1_HUMAN	4993557.165	5438878.313	6109600.312	3607604.378	3355125.32	3703579.936	3011371.386	3005144.956	3284384.112	683904.306	695886.2982	688072.2208	1312046.099	999101.0126	1042983.69	1365844.432	1122894.624	1445682.318
sp|Q9WU56|TRUA_MOUSE;sp|Q9Y606|TRUA_HUMAN	60568.46984	77840.08649	104009.2873	44043.82259	58689.00579	54789.51039	52747.86297	29506.82111	30311.8744	444685.6317	558994.6715	499226.2904	436300.9847	503843.7871	429266.1132	352373.749	399953.138	412029.9219
sp|Q99747|SNAG_HUMAN;sp|Q9CWZ7|SNAG_MOUSE	5042275.168	4470503.822	5218042.065	3205370.339	3602815.849	3350403.895	2733958.393	2704016.297	2626580.977	316815.9702	314559.6628	371990.9189	178896.7791	255447.4063	236933.6972	373096.8693	400872.2831	415034.263
sp|Q63829|COMD3_MOUSE;sp|Q9UBI1|COMD3_HUMAN	6342364.209	5849004.166	6890720.027	4045595.015	4034955.526	3790246.975	2930641.417	3121336.141	2529977.744	576532.161	777842.3809	412914.2849	952264.1429	955007.0733	768865.316	594579.3457	512471.8774	626361.5218
sp|Q9JKF1|IQGA1_MOUSE	35171277.04	37280247.56	41079053.09	18010889.91	19427263.59	19380264.83	18873612.55	17110502.29	22750940.94	46827611.06	50577122.63	44674697.36	83940422.42	83443834.91	88764869.07	67932777.5	83047199.48	81759911.27
sp|Q9R002|IFI2_MOUSE	580916.1818	711769.5087	691395.6557	468640.3826	457885.6242	505547.1749	426144.904	367187.8375	455606.7399	2938125.319	3165343.068	3492839.024	4026800.018	4711866.578	3998708.467	2055651.587	2327787.662	2268887.32
sp|P84084|ARF5_MOUSE;sp|P84085|ARF5_HUMAN	9561975.49	8594536.766	8587147.923	6417289.718	6149351.113	6502827.704	6701184.752	6689270.083	6245784.426	23911512.77	25297942.32	26463932.8	22834433.47	22771190.49	22192182.52	27323151.58	29643849.67	28358864.09
sp|Q09143|CTR1_MOUSE	32396877.55	27724029.54	27938558.58	17385385.9	18435406.72	18522351.59	16344591.16	17674483.29	18753018.39	3970405.731	4062579.201	4164197.341	3305645.84	3258414.014	3116933.712	3485707.256	3558121.423	3194067.296
sp|Q8BTY2|S4A7_MOUSE;sp|Q5DTL9|S4A10_MOUSE;sp|Q6U841|S4A10_HUMAN	4476819.746	4931328.074	4010010.982	2290658.454	2009719.475	1911694.932	1667209.003	1841930.178	1763607.235	95054.3232	128941.4029	90834.67593	209704.8837	409975.8943	230110.6359	89263.3932	153888.28	154036.5661
sp|Q8K4M5|COMD1_MOUSE;sp|Q8N668|COMD1_HUMAN	3048845.42	5868523.88	4277752.267	2779121.522	2430974.351	2984109.006	1056346.618	1079813.878	1493251.87	98116.71921	102099.3036	85902.43109	201526.2629	126243.7839	193015.4426	128808.0745	112194.3926	172126.3817
sp|Q64012|RALY_MOUSE;sp|Q9UKM9|RALY_HUMAN	2344818.398	2131135.046	2633795.053	1431062.415	1457994.798	1343386.917	1647331.518	1526843.525	1523447.771	5244341.089	5573630.545	5746460.217	5100351.475	5401189.899	4907390.92	6044518.124	5923998.493	6080060.15
sp|Q3TIV5|ZC3HF_MOUSE;sp|Q8WU90|ZC3HF_HUMAN	6089219.02	6314494.668	6394056.367	3492098.376	3829548.189	3667259.04	3900297.978	3811258.685	4229017.327	6321214.151	7850697.067	6428213.497	9173887.986	9413682.04	8941429.394	10391659.16	9530225.255	9518510.025
sp|Q9DBC7|KAP0_MOUSE;sp|P10644|KAP0_HUMAN	12469596.43	12470711.32	13302732.58	7854208.008	7114757.815	7450582.342	6610804.416	6905361.809	6861039.898	2389887.131	2489043.539	2340758.752	2691261.978	2871355.584	2755790.374	2002859.878	1987674.366	2117485.476
sp|O08810|U5S1_MOUSE;sp|Q15029|U5S1_HUMAN	373218.1898	440459.9075	256029.3759	157962.2552	232854.381	204453.8122	242800.847	176133.1354	151203.5116	1404106.894	1683714.961	1409248.549	1411656.678	1446844.865	1595324.498	2795046.964	2313710.757	2732080.189
sp|Q9CQN4|SOSD1_MOUSE;sp|Q6X4U4|SOSD1_HUMAN	3754038.834	4098601.671	4148962.869	1550040.472	1291360.444	1508309.929	2444775.546	2449882.212	2528420.858	100864.8179	142387.0594	117153.6071	155569.2716	136012.0283	88763.11369	57027.65097	57628.69144	73715.94184
sp|Q99LG0|UBP16_MOUSE;sp|Q9Y5T5|UBP16_HUMAN	1254474.699	1339309.403	1271211.602	728450.1184	661915.8371	755287.1129	607570.8307	681330.2069	645571.156	1296450.866	1292915.812	1086838.41	1782994.137	1896593.137	1681786.271	1551863.191	1702437.919	1916958.425
sp|P09813|APOA2_MOUSE	24070.8399	64307.91774	21173.1017	36278.59567	18204.50729	18781.90596	12258.08436	42138.23042	12855.01802	619687.0572	585816.3572	583731.7188	727753.2265	625144.211	549296.3723	1183104.307	1485870.509	1297340.132
sp|P60335|PCBP1_MOUSE;sp|Q15365|PCBP1_HUMAN	7953640.387	7852631.582	8091604.763	5887471.875	5199689.415	5364992.735	5933425.362	5648142.886	6426903.305	8918946.339	9912504.362	10142434.28	14174591.89	15570587.01	15688533.16	11672788.77	12474780.27	11846496.32
sp|Q9CQ52|CEL3B_MOUSE	2660594.058	2967614.398	2812220.736	1603859.597	1593861.619	1636269.805	1834546.018	1898095.119	2129119.535	3791113.124	3474088.738	3379421.715	4450270.902	4780618.616	4479839.257	4176484.205	4680837.646	4363669.924
sp|P97376|FRG1_MOUSE;sp|Q14331|FRG1_HUMAN	433626.9594	336381.7051	546073.0899	154296.2697	219938.4272	161784.0408	84672.71863	190706.7053	213375.919	1353726.301	1563559.551	1591595.851	2236479.571	2232368.067	2334888.575	2091200.903	1908552.836	2002433.152
sp|Q9QXY1|ZO3_MOUSE	456490.8079	543769.3985	554637.5006	268617.5649	264589.0439	250406.4058	324153.5153	327151.0289	367919.1892	1171278.331	1321812.049	1187072.301	1234797.021	1252748.445	1143763.001	1300165.485	1184863.339	1268789.029
sp|Q9D771|TM206_MOUSE;sp|Q9H813|TM206_HUMAN	5548173.271	5410766.672	5602227.481	5398533.245	5353911.699	5313180.548	2005117.282	2379757.454	2110111.394	140545.1856	245868.1486	168397.7734	332341.1467	466037.3591	293855.2358	399399.9155	352607.9884	302840.6636
sp|P07146|TRY2_MOUSE	3934435.845	4170158.208	5051887.456	2669634.496	2590205.241	2759302.106	2884287.833	2638064.924	2737734.066	20624725.83	21932161.37	21162912.86	13386929.96	15408005.13	15173834.22	23053911.27	22517857.12	26276740.91
sp|Q9Z127|LAT1_MOUSE;sp|Q9UM01|YLAT1_HUMAN	25161868.08	27148150.82	26082542.98	15108355.22	14657698.45	14601597.56	17746209.67	18117014.71	17233942.85	5062169.167	4776948.826	5007329.176	7041345.449	6764389.713	6636502.184	7632595.038	8255757.235	8528271.167
sp|Q80YW5|BSPRY_MOUSE;sp|Q5W0U4|BSPRY_HUMAN	5599147.366	5328888.235	5200180.028	3296782.988	3123473.476	3386308.266	1796372.478	1853205.165	1815290.31	343725.8063	356373.0463	367256.4498	272646.1469	278110.4339	276377.8863	290130.3678	266012.5592	401953.7332
sp|P24161|CD3Z_MOUSE	268742.702	682659.8	309898.9627	445528.4034	485768.1139	553506.3169	356027.0512	415266.9376	436559.407	2122.71729	9851.792109	7315.138518	20454.07135	16121.41995	7091.368643	8834.497294	8381.779887	11181.18219
sp|P00688|AMYP_MOUSE;sp|P04746|AMYP_HUMAN	34280316.83	44157612.35	44238927.29	26484173.88	24126199.27	27455444.81	21638681.16	23272422.02	22166523.97	59773163.42	63509412.61	69237551.15	65734287.76	66496519.32	65939680.19	73008023.29	76822017.65	69105576.35
sp|P31725|S10A9_MOUSE	1827234.61	1775906.264	1835816.609	1182142.894	1072554.727	1098519.45	1617907.445	1601838.616	1630970.308	31181430.59	30456531.67	32451371.44	20673365.59	19902082.52	20037913.29	16290776.54	14568637.09	14743625.71
sp|Q8BYJ6|TBCD4_MOUSE;sp|O60343|TBCD4_HUMAN	20042890.38	19574637.18	19800928.16	12235731.1	12279664.24	15305264.43	8729248.186	9415093.735	8722693.855	536446.1593	548419.3416	638134.3515	2266971.506	2050544.561	1741542.438	1232331.229	1161406.367	1155777.964
sp|P51888|PRELP_HUMAN	1982964.288	1925517.877	2129487.879	1678213.89	1337884.367	1571249.4	1333777.675	1487412.769	1353393.799	2362641.397	2951330.533	2517190.588	3097666.615	3251820.774	3223133.616	3049511.24	2965545.616	3090739.691
